Feature,Capability,Capability type (backend - frontend - vertical slice),Phase,Status,Business goal,User outcome,Notes / constraints,Primary actor,Allowed root roles,Minimum role required,Explicitly denied roles,Authorization summary,Governing authz capability,Authz scope type,Granted role / boundary,Mandatory grant?,Protected grant?,Frontend visibility rule,Backend enforcement rule,Audit actor role required?,Frontend required?,Frontend route,Frontend surface,Frontend states,Session / expiry behavior,Client-side permission behavior,API required?,Route(s),Request contract,Response contract,Error contract,Feature seam(s),Cross-feature seams,Persistence impact,Migration required?,Indexes / uniqueness,Search / filter model,Session / auth dependency,Compatibility / migration notes,Authentication requirement,Authorization enforcement layer,CSP / browser security impact,Audit requirement,Privacy / personal data impact,Standards impact,PRD required?,ADR required?,Test-case doc required?,Feature docs update required?,Runbook required?,Standards review required?,Repo health review required?,Traceability status,Lifecycle version/status,Unit tests,Integration tests,Security tests,Audit tests,Edge tests,Frontend tests,Acceptance notes
rootUsers,readRootUserAuthState,backend,Build,Current repo-aligned,Expose a narrow lifecycle seam for auth eligibility checks.,"rootAuth can determine whether a root user is active, inactive, deleted, or anonymized without private persistence coupling.",Capability-specific seam only; not a broad repository export.,Authenticated root user,RootUserAdmin,RootUserAdmin,unauthenticated callers; tenant admins; tenant users,Current boundary is the explicit RootUserAdmin operator role.,internal seam; not separately granted,internal seam,system internal seam,n/a,n/a,No direct rootUsers browser CRUD UI in phase one.,Valid root-user session plus shared authenticated-general rate limiting.,Not as a separate feature-owned model today.,No,,,n/a,Bearer root session required for API use; browser shell authenticates through rootAuth but does not expose full CRUD UI.,No dedicated rootUsers UI yet.,No,exported seam createRootUsersAuthStateReader(dbPool),input { rootUserId },auth-state summary or absent result,Missing user returns absent seam result rather than transport error.,rootUsers contract/domain/persistence/transport plus integration.ts,Protected by rootAuth-backed session middleware; exports createRootUsersAuthStateReader to rootAuth.,Read lifecycle state from root_users.,Already implemented,Primary key on rootUserId.,Exact seam lookup by rootUserId.,Used internally by rootAuth service logic.,Normal reads exclude deleted rows by default; auth-state seam must stay narrow.,Internal cross-feature seam; no direct HTTP surface.,Feature public seam contract.,None directly for API-only routes.,Feature-specific durable audit model is not yet defined; surrounding auth/session/security visibility remains relevant.,Stores and exposes operator email and optional names.,"Must respect normalization, durable data, stable errors, pagination defaults, and soft-delete rules.",Yes,No,Yes,Yes,No,Yes,Recommended,"PRD rootUsers + TC-ROOT-USERS-UNIT-011, INT-002",v1 / active,Return active/inactive/deleted/anonymized state safely.,rootAuth consumes seam and blocks sign-in appropriately.,No private persistence coupling; narrow surface only.,n/a,Absent-user seam result handled cleanly.,n/a,Done when rootAuth can enforce lifecycle eligibility through this seam only.
rootAuth,createRootUserAuthPrincipal,backend,Build,Current repo-aligned,Create durable authentication identity linked to an existing root user.,Authenticated root user can provision auth credentials for a root user.,Normalized login email unique in root auth scope; password must meet policy; root-only administrative exception applies.,Unauthenticated login caller for public login; authenticated root user for protected routes,RootUserAdmin,RootUserAdmin,tenant admins; tenant users; unauthorized callers on protected routes,Current protected rootAuth boundary is the explicit RootUserAdmin operator role; public login remains separate.,root-auth.principal.create,can(...),RootUserAdmin,Yes,Yes,Browser shell uses browser-oriented routes; protected admin actions require existing session.,Public login routes use public-auth throttling and auth abuse controls; protected routes use bearer-session middleware and authenticated-sensitive rate limiting.,Yes,No,,,n/a,Bearer sessions are opaque server-backed auth_sessions; browser routes share same session records through cookie transport.,Protected capabilities not reachable without valid session.,Yes,POST /v1/root-auth/principals,"body { loginEmail, password, rootUserId }",201 created principal summary,400 invalid request/password; 404 ROOT_USER_NOT_FOUND; 409 AUTH_PRINCIPAL_EMAIL_ALREADY_EXISTS,rootAuth contract/domain/persistence/transport plus integration.ts,Reads root-user eligibility through createRootUsersAuthStateReader; uses shared auth middleware and platform security repositories.,"Insert auth principal, link row, and audit event.",Already implemented,Unique normalized login email; one-to-one principal/root-user link.,Mutation capability.,Protected route; authenticated-sensitive rate limiting applies.,Legacy raw SSH signature path remains supported while browser helper uses OpenSSH-native signature format.,Valid authenticated root-user session,Shared auth middleware plus feature transport/service rules,None directly.,"Principal creation, login stages, password change, key changes, session revocation, logout, bootstrap, and abuse events must be audit logged.","Processes login email, root user identity, session metadata, IP address, and user agent.","Security-sensitive auth feature; must preserve generic login failures, audit visibility, session safety, and secure storage rules.",Yes,No additional ADR for feature-local behavior; browser architecture decisions live in ADRs 0013 and 0014.,Yes,Yes,For browser/helper path yes,Yes,Recommended,PRD rootAuth + TC-ROOT-AUTH-UNIT-001,v1 / active,"Create principal/link/audit; normalize email; reject duplicate email, missing root user, weak password.",Provision principal then complete login flow.,Protected-route boundary and password-policy enforcement.,Principal creation emits durable audit event.,No partial principal/link on rejected create.,n/a,"Done when principal creation is root-only, normalized, durable, and audited."
rootAuth,bootstrapExistingRootUserAuth,backend,Build,Current repo-aligned,Backfill auth for existing root users during rollout.,Existing root users can authenticate immediately after rollout without manual per-user setup.,Internal migration capability; idempotent; stores only SSH public key; bootstrap secret material must not be logged.,Unauthenticated login caller for public login; authenticated root user for protected routes,internal migration execution,internal migration execution,tenant admins; tenant users; unauthorized callers on protected routes,Internal bootstrap/migration behavior; not a live user-role boundary.,internal bootstrap capability; not role-granted,internal bootstrap,internal migration execution,n/a,n/a,Browser shell uses browser-oriented routes; protected admin actions require existing session.,Public login routes use public-auth throttling and auth abuse controls; protected routes use bearer-session middleware and authenticated-sensitive rate limiting.,Yes,No,,,,Bearer sessions are opaque server-backed auth_sessions; browser routes share same session records through cookie transport.,,No,feature migration/bootstrap path,migration input derived from existing rootUsers plus configured bootstrap password and SSH public key,migration result summary per-row outcome,invalid bootstrap key; duplicate conflicting principal; missing root user,rootAuth contract/domain/persistence/transport plus integration.ts,Reads root-user eligibility through createRootUsersAuthStateReader; uses shared auth middleware and platform security repositories.,"Create principal, link, key, and audit rows if absent.",Already implemented,Idempotent uniqueness across normalized login email and link/key identity.,Internal migration capability.,"Runs as migration/bootstrap logic, not a user-session route.",Legacy raw SSH signature path remains supported while browser helper uses OpenSSH-native signature format.,Internal migration execution only,Shared auth middleware plus feature transport/service rules,None.,"Principal creation, login stages, password change, key changes, session revocation, logout, bootstrap, and abuse events must be audit logged.","Processes login email, root user identity, session metadata, IP address, and user agent.","Security-sensitive auth feature; must preserve generic login failures, audit visibility, session safety, and secure storage rules.",Yes,No additional ADR for feature-local behavior; browser architecture decisions live in ADRs 0013 and 0014.,Yes,Yes,For browser/helper path yes,Yes,Recommended,PRD rootAuth + bootstrap capability + persistence-backed coverage,v1 / active,First run success; rerun idempotency; partial-existing state; invalid bootstrap key.,Bootstrapped users can complete login flow afterwards.,Only public key stored; secrets not logged; conflicts handled safely.,Bootstrap application writes audit/migration events.,Partial-existing state and idempotent rerun.,,"Done when rollout bootstrap is idempotent, safe, and immediately usable."
rootAuth,loginRootUserWithPassword,backend,Build,Current repo-aligned,Gate root login on valid email/password before SSH proof.,Caller receives SSH challenge only after passing password and lifecycle checks.,Generic invalid-credentials outwardly; no session created yet; current repo also returns availableSshKeys for browser use.,Unauthenticated login caller for public login; authenticated root user for protected routes,n/a public entrypoint,n/a public entrypoint,tenant admins; tenant users; unauthorized callers on protected routes,Public login entrypoint plus abuse controls; RootUserAdmin is required only for protected rootAuth capabilities.,public root login entrypoint,n/a,public unauthenticated caller,Yes,Yes,Browser shell uses browser-oriented routes; protected admin actions require existing session.,Public login routes use public-auth throttling and auth abuse controls; protected routes use bearer-session middleware and authenticated-sensitive rate limiting.,Yes,No,,,n/a,Bearer sessions are opaque server-backed auth_sessions; browser routes share same session records through cookie transport.,Protected capabilities not reachable without valid session.,Yes,POST /v1/root-auth/login/password,"body { email, password }","200 SSH_CHALLENGE_REQUIRED with challengeId, challengeText, availableSshKeys",generic invalid credentials/sign-in blocked; 429 AUTH_THROTTLED or AUTH_LOCKED_DOWN; 400 INVALID_REQUEST,rootAuth contract/domain/persistence/transport plus integration.ts,Reads root-user eligibility through createRootUsersAuthStateReader; uses shared auth middleware and platform security repositories.,"Read principal/link, create one-time challenge, write audit event.",Already implemented,Normalized login email lookup index.,Exact normalized login email lookup.,Public auth route with shared public-auth throttling and root-auth abuse controls.,Legacy raw SSH signature path remains supported while browser helper uses OpenSSH-native signature format.,Unauthenticated public route,Shared auth middleware plus feature transport/service rules,Used by browser shell and API/manual flows.,"Principal creation, login stages, password change, key changes, session revocation, logout, bootstrap, and abuse events must be audit logged.","Processes login email, root user identity, session metadata, IP address, and user agent.","Security-sensitive auth feature; must preserve generic login failures, audit visibility, session safety, and secure storage rules.",Yes,No additional ADR for feature-local behavior; browser architecture decisions live in ADRs 0013 and 0014.,Yes,Yes,For browser/helper path yes,Yes,Recommended,"PRD rootAuth + TC-ROOT-AUTH-UNIT-002, INT-001, INT-002; browser-shell INT-001",v1 / active,Success returns challenge only; generic failures; lifecycle blocks; success/failure audit; throttling path.,Password stage feeds SSH stage and blocks inactive/deleted/anonymized users before challenge issuance.,Generic external failures; abuse controls and throttling enforced.,Password-stage success/failure audit events.,Repeated failures trigger throttle/lockdown paths.,n/a,"Done when password stage is generic outwardly, lifecycle-aware, audited, and never creates a session."
rootAuth,completeRootUserSshChallenge,backend,Build,Current repo-aligned,Complete API/manual root login by SSH proof.,Caller receives bearer session only after valid SSH proof against active stored key.,"Challenge must exist, be unexpired, single-use, and verify against active non-revoked key.",Unauthenticated login caller for public login; authenticated root user for protected routes,n/a public entrypoint,n/a public entrypoint,tenant admins; tenant users; unauthorized callers on protected routes,Public login entrypoint plus abuse controls; RootUserAdmin is required only for protected rootAuth capabilities.,public root login entrypoint,n/a,public unauthenticated caller,Yes,Yes,Browser shell uses browser-oriented routes; protected admin actions require existing session.,Public login routes use public-auth throttling and auth abuse controls; protected routes use bearer-session middleware and authenticated-sensitive rate limiting.,Yes,No,,,n/a,Bearer sessions are opaque server-backed auth_sessions; browser routes share same session records through cookie transport.,Protected capabilities not reachable without valid session.,Yes,POST /v1/root-auth/login/ssh,"body { challengeId, signature, publicKeyFingerprint }",200 AUTHENTICATED with session summary,invalid/expired/used challenge or invalid signature; auth abuse responses,rootAuth contract/domain/persistence/transport plus integration.ts,Reads root-user eligibility through createRootUsersAuthStateReader; uses shared auth middleware and platform security repositories.,"Read challenge/keys, mark challenge used, create auth_session, write audit event.",Already implemented,Challenge/session primary keys; key fingerprint lookup.,Exact challengeId and fingerprint verification.,Public auth route with auth abuse controls.,Legacy raw SSH signature path remains supported while browser helper uses OpenSSH-native signature format.,Unauthenticated public route,Shared auth middleware plus feature transport/service rules,API/manual bearer-token path.,"Principal creation, login stages, password change, key changes, session revocation, logout, bootstrap, and abuse events must be audit logged.","Processes login email, root user identity, session metadata, IP address, and user agent.","Security-sensitive auth feature; must preserve generic login failures, audit visibility, session safety, and secure storage rules.",Yes,No additional ADR for feature-local behavior; browser architecture decisions live in ADRs 0013 and 0014.,Yes,Yes,For browser/helper path yes,Yes,Recommended,"PRD rootAuth + TC-ROOT-AUTH-UNIT-003, INT-001",v1 / active,Valid signature creates session; expired/used/wrong signature/wrong key/revoked key rejected; audit on success/failure.,Password stage + SSH stage unlock protected rootUsers routes.,Revoked key and reused challenge must fail; auth abuse controls apply.,SSH-stage success/failure audit events.,Expired challenge; missing challenge; wrong fingerprint.,n/a,Done when session creation happens only after valid SSH proof.
rootAuth,changeRootUserPassword,backend,Build,Current repo-aligned,Allow authenticated root user to change password safely.,Authenticated root user can rotate password while invalidating other sessions.,Current password verified; new password policy enforced; other sessions revoked.,Unauthenticated login caller for public login; authenticated root user for protected routes,RootUserAdmin,RootUserAdmin,tenant admins; tenant users; unauthorized callers on protected routes,Current protected rootAuth boundary is the explicit RootUserAdmin operator role; this capability remains ownership-scoped.,root-auth.password.change.own,can(...),RootUserAdmin,Yes,Yes,Browser shell uses browser-oriented routes; protected admin actions require existing session.,Public login routes use public-auth throttling and auth abuse controls; protected routes use bearer-session middleware and authenticated-sensitive rate limiting.,Yes,No,,,n/a,Bearer sessions are opaque server-backed auth_sessions; browser routes share same session records through cookie transport.,Protected capabilities not reachable without valid session.,Yes,POST /v1/root-auth/password/change,"body { currentPassword, newPassword }",200 status response,invalid current/new password; unauthorized,rootAuth contract/domain/persistence/transport plus integration.ts,Reads root-user eligibility through createRootUsersAuthStateReader; uses shared auth middleware and platform security repositories.,"Update password hash, password_changed_at, revoke other sessions, audit event.",Already implemented,Session lookup by principal/session.,Mutation capability.,Protected route; authenticated-sensitive rate limiting applies.,Legacy raw SSH signature path remains supported while browser helper uses OpenSSH-native signature format.,Valid authenticated root-user session,Shared auth middleware plus feature transport/service rules,None directly.,"Principal creation, login stages, password change, key changes, session revocation, logout, bootstrap, and abuse events must be audit logged.","Processes login email, root user identity, session metadata, IP address, and user agent.","Security-sensitive auth feature; must preserve generic login failures, audit visibility, session safety, and secure storage rules.",Yes,No additional ADR for feature-local behavior; browser architecture decisions live in ADRs 0013 and 0014.,Yes,Yes,For browser/helper path yes,Yes,Recommended,"PRD rootAuth + TC-ROOT-AUTH-UNIT-004, INT-004",v1 / active,Valid change; invalid current password; weak new password; revoke other sessions; audit success/failure.,Other sessions lose access after password change.,Protected-route boundary and password-policy enforcement.,Password change audit visibility.,Current session survival semantics verified.,n/a,Done when password rotation is policy-compliant and revokes other sessions safely.
rootAuth,addRootUserSshPublicKey,backend,Build,Current repo-aligned,Register SSH public key for future login proof.,Authenticated root user can add a valid SSH public key.,Public key only; prefer ssh-ed25519; duplicate active key rejected by fingerprint.,Unauthenticated login caller for public login; authenticated root user for protected routes,RootUserAdmin,RootUserAdmin,tenant admins; tenant users; unauthorized callers on protected routes,Current protected rootAuth boundary is the explicit RootUserAdmin operator role; this capability remains ownership-scoped.,root-auth.ssh-key.create.own,can(...),RootUserAdmin,Yes,Yes,Browser shell uses browser-oriented routes; protected admin actions require existing session.,Public login routes use public-auth throttling and auth abuse controls; protected routes use bearer-session middleware and authenticated-sensitive rate limiting.,Yes,No,,,n/a,Bearer sessions are opaque server-backed auth_sessions; browser routes share same session records through cookie transport.,Protected capabilities not reachable without valid session.,Yes,POST /v1/root-auth/ssh-keys,"body { label, publicKey }",201 SSH key summary,invalid key format/unsupported algorithm/duplicate key/unauthorized,rootAuth contract/domain/persistence/transport plus integration.ts,Reads root-user eligibility through createRootUsersAuthStateReader; uses shared auth middleware and platform security repositories.,"Parse key, fingerprint, store public key row, audit event.",Already implemented,Fingerprint uniqueness among active keys for principal/auth scope.,Mutation capability.,Protected route; authenticated-sensitive rate limiting applies.,Legacy raw SSH signature path remains supported while browser helper uses OpenSSH-native signature format.,Valid authenticated root-user session,Shared auth middleware plus feature transport/service rules,None directly.,"Principal creation, login stages, password change, key changes, session revocation, logout, bootstrap, and abuse events must be audit logged.","Processes login email, root user identity, session metadata, IP address, and user agent.","Security-sensitive auth feature; must preserve generic login failures, audit visibility, session safety, and secure storage rules.",Yes,No additional ADR for feature-local behavior; browser architecture decisions live in ADRs 0013 and 0014.,Yes,Yes,For browser/helper path yes,Yes,Recommended,PRD rootAuth + TC-ROOT-AUTH-UNIT-005,v1 / active,Valid ed25519 key; malformed key rejected; unsupported algorithm rejected; duplicate active key rejected.,Added key can later be used for login flow.,Only public key material stored; unsupported algorithms blocked.,Key-add action audited.,Duplicate fingerprint and malformed key payloads.,n/a,Done when only valid public keys are stored and duplicate active keys are blocked.
rootAuth,listRootUserSshPublicKeys,backend,Build,Current repo-aligned,Expose safe summaries of registered SSH public keys.,Authenticated root user can inspect active and revoked keys without exposing private material.,Safe summary only; no private material ever returned.,Unauthenticated login caller for public login; authenticated root user for protected routes,RootUserAdmin,RootUserAdmin,tenant admins; tenant users; unauthorized callers on protected routes,Current protected rootAuth boundary is the explicit RootUserAdmin operator role; this capability remains ownership-scoped.,root-auth.ssh-key.read.own,scope(...) and can(...),RootUserAdmin,Yes,Yes,Browser shell uses browser-oriented routes; protected admin actions require existing session.,Public login routes use public-auth throttling and auth abuse controls; protected routes use bearer-session middleware and authenticated-sensitive rate limiting.,Yes,No,,,,Bearer sessions are opaque server-backed auth_sessions; browser routes share same session records through cookie transport.,,Yes,GET /v1/root-auth/ssh-keys,authenticated session context,200 list of SSH key summaries,401 unauthorized,rootAuth contract/domain/persistence/transport plus integration.ts,Reads root-user eligibility through createRootUsersAuthStateReader; uses shared auth middleware and platform security repositories.,Query keys by principal and map safe summaries.,Already implemented,Principal/key lookup indexes.,List owned keys only.,Protected route; authenticated-sensitive rate limiting applies.,Legacy raw SSH signature path remains supported while browser helper uses OpenSSH-native signature format.,Valid authenticated root-user session,Shared auth middleware plus feature transport/service rules,,"Principal creation, login stages, password change, key changes, session revocation, logout, bootstrap, and abuse events must be audit logged.","Processes login email, root user identity, session metadata, IP address, and user agent.","Security-sensitive auth feature; must preserve generic login failures, audit visibility, session safety, and secure storage rules.",Yes,No additional ADR for feature-local behavior; browser architecture decisions live in ADRs 0013 and 0014.,Yes,Yes,For browser/helper path yes,Yes,Recommended,PRD rootAuth + TC-ROOT-AUTH-UNIT-009,v1 / active,Returns active keys and revoked keys with safe summary fields only.,List reflects add/revoke lifecycle.,No private material exposed; unauthorized access rejected.,n/a for read-only list beyond auth visibility.,Empty list path.,,Done when key list is safe and private material never surfaces.
rootAuth,revokeRootUserSshPublicKey,backend,Build,Current repo-aligned,Disable a registered SSH public key.,Authenticated root user can revoke a key so it can no longer authenticate.,Revoked key must no longer authenticate; operation behavior should be deterministic.,Unauthenticated login caller for public login; authenticated root user for protected routes,RootUserAdmin,RootUserAdmin,tenant admins; tenant users; unauthorized callers on protected routes,Current protected rootAuth boundary is the explicit RootUserAdmin operator role; this capability remains ownership-scoped.,root-auth.ssh-key.revoke.own,can(...),RootUserAdmin,Yes,Yes,Browser shell uses browser-oriented routes; protected admin actions require existing session.,Public login routes use public-auth throttling and auth abuse controls; protected routes use bearer-session middleware and authenticated-sensitive rate limiting.,Yes,No,,,n/a,Bearer sessions are opaque server-backed auth_sessions; browser routes share same session records through cookie transport.,Protected capabilities not reachable without valid session.,Yes,DELETE /v1/root-auth/ssh-keys/:keyId,params { keyId },200 status response,401 unauthorized; 404 key not found,rootAuth contract/domain/persistence/transport plus integration.ts,Reads root-user eligibility through createRootUsersAuthStateReader; uses shared auth middleware and platform security repositories.,Mark key revoked and write audit event.,Already implemented,Key ID and principal ownership lookup.,Mutation capability.,Protected route; authenticated-sensitive rate limiting applies.,Legacy raw SSH signature path remains supported while browser helper uses OpenSSH-native signature format.,Valid authenticated root-user session,Shared auth middleware plus feature transport/service rules,None directly.,"Principal creation, login stages, password change, key changes, session revocation, logout, bootstrap, and abuse events must be audit logged.","Processes login email, root user identity, session metadata, IP address, and user agent.","Security-sensitive auth feature; must preserve generic login failures, audit visibility, session safety, and secure storage rules.",Yes,No additional ADR for feature-local behavior; browser architecture decisions live in ADRs 0013 and 0014.,Yes,Yes,For browser/helper path yes,Yes,Recommended,PRD rootAuth + TC-ROOT-AUTH-UNIT-006,v1 / active,Active key revoked; missing key rejected; revoked key not active for auth.,Revoked key fails subsequent login attempts.,Revoked key cannot authenticate; unauthorized access rejected.,Key revoke action audited.,Repeated revoke semantics handled deterministically.,n/a,"Done when revoked keys are durable, auditable, and blocked from auth use."
rootAuth,listRootUserSessions,backend,Build,Current repo-aligned,Expose safe summaries of owned authenticated sessions.,Authenticated root user can inspect current and other owned sessions.,Minimal safe metadata only.,Unauthenticated login caller for public login; authenticated root user for protected routes,RootUserAdmin,RootUserAdmin,tenant admins; tenant users; unauthorized callers on protected routes,Current protected rootAuth boundary is the explicit RootUserAdmin operator role; this capability remains ownership-scoped.,root-auth.session.read.own,scope(...) and can(...),RootUserAdmin,Yes,Yes,Browser shell uses browser-oriented routes; protected admin actions require existing session.,Public login routes use public-auth throttling and auth abuse controls; protected routes use bearer-session middleware and authenticated-sensitive rate limiting.,Yes,No,,,n/a,Bearer sessions are opaque server-backed auth_sessions; browser routes share same session records through cookie transport.,Protected capabilities not reachable without valid session.,Yes,GET /v1/root-auth/sessions,authenticated session context,200 list of session summaries,401 unauthorized,rootAuth contract/domain/persistence/transport plus integration.ts,Reads root-user eligibility through createRootUsersAuthStateReader; uses shared auth middleware and platform security repositories.,Query auth_sessions by principal.,Already implemented,Session ID and principal lookup indexes.,List owned sessions only.,Protected route; authenticated-sensitive rate limiting applies.,Legacy raw SSH signature path remains supported while browser helper uses OpenSSH-native signature format.,Valid authenticated root-user session,Shared auth middleware plus feature transport/service rules,None directly.,"Principal creation, login stages, password change, key changes, session revocation, logout, bootstrap, and abuse events must be audit logged.","Processes login email, root user identity, session metadata, IP address, and user agent.","Security-sensitive auth feature; must preserve generic login failures, audit visibility, session safety, and secure storage rules.",Yes,No additional ADR for feature-local behavior; browser architecture decisions live in ADRs 0013 and 0014.,Yes,Yes,For browser/helper path yes,Yes,Recommended,PRD rootAuth + TC-ROOT-AUTH-UNIT-010,v1 / active,Return owned sessions with minimal safe metadata; empty list path.,"Session list reflects login, revoke, and logout flows.",Unauthorized access rejected; unsafe internal fields not surfaced.,n/a for read-only list beyond auth visibility.,Empty list path.,n/a,Done when session list is safe and ownership-scoped.
rootAuth,revokeRootUserSession,backend,Build,Current repo-aligned,Revoke a specific owned session.,Authenticated root user can revoke a session and cut off its future access.,Phase-one semantics align to owned-session management; revocation must be durable.,Unauthenticated login caller for public login; authenticated root user for protected routes,RootUserAdmin,RootUserAdmin,tenant admins; tenant users; unauthorized callers on protected routes,Current protected rootAuth boundary is the explicit RootUserAdmin operator role; this capability remains ownership-scoped.,root-auth.session.revoke.own,can(...),RootUserAdmin,Yes,Yes,Browser shell uses browser-oriented routes; protected admin actions require existing session.,Public login routes use public-auth throttling and auth abuse controls; protected routes use bearer-session middleware and authenticated-sensitive rate limiting.,Yes,No,,,,Bearer sessions are opaque server-backed auth_sessions; browser routes share same session records through cookie transport.,,Yes,POST /v1/root-auth/sessions/:sessionId/revoke,params { sessionId },200 status response,401 unauthorized; 404 session not found,rootAuth contract/domain/persistence/transport plus integration.ts,Reads root-user eligibility through createRootUsersAuthStateReader; uses shared auth middleware and platform security repositories.,Mark session revoked and write audit event.,Already implemented,Session ID and principal ownership lookup.,Mutation capability.,Protected route; authenticated-sensitive rate limiting applies.,Legacy raw SSH signature path remains supported while browser helper uses OpenSSH-native signature format.,Valid authenticated root-user session,Shared auth middleware plus feature transport/service rules,,"Principal creation, login stages, password change, key changes, session revocation, logout, bootstrap, and abuse events must be audit logged.","Processes login email, root user identity, session metadata, IP address, and user agent.","Security-sensitive auth feature; must preserve generic login failures, audit visibility, session safety, and secure storage rules.",Yes,No additional ADR for feature-local behavior; browser architecture decisions live in ADRs 0013 and 0014.,Yes,Yes,For browser/helper path yes,Yes,Recommended,"PRD rootAuth + TC-ROOT-AUTH-UNIT-008, INT-003",v1 / active,Own session revoked; missing session rejected; non-owned session rejected if ownership is required.,Revoked session loses access across rootAuth and rootUsers.,Durable session revocation enforced by middleware.,Session revoke action audited.,Missing or already-revoked session behavior deterministic.,,Done when revocation is durable and immediately enforced across protected routes.
rootAuth,logoutRootUserSession,backend,Build,Current repo-aligned,Revoke the current bearer session cleanly.,Authenticated root user can log out of the current API/manual session.,Current session must be revoked server-side.,Unauthenticated login caller for public login; authenticated root user for protected routes,RootUserAdmin,RootUserAdmin,tenant admins; tenant users; unauthorized callers on protected routes,Current protected rootAuth boundary is the explicit RootUserAdmin operator role.,root-auth.session.logout.own,can(...),RootUserAdmin,Yes,Yes,Browser shell uses browser-oriented routes; protected admin actions require existing session.,Public login routes use public-auth throttling and auth abuse controls; protected routes use bearer-session middleware and authenticated-sensitive rate limiting.,Yes,No,,,n/a,Bearer sessions are opaque server-backed auth_sessions; browser routes share same session records through cookie transport.,Protected capabilities not reachable without valid session.,Yes,POST /v1/root-auth/logout,authenticated current-session context,200 status response,401 unauthorized; session not found handled deterministically,rootAuth contract/domain/persistence/transport plus integration.ts,Reads root-user eligibility through createRootUsersAuthStateReader; uses shared auth middleware and platform security repositories.,Revoke current session and write audit event.,Already implemented,Session ID lookup.,Mutation capability.,Protected route; authenticated-sensitive rate limiting applies.,Legacy raw SSH signature path remains supported while browser helper uses OpenSSH-native signature format.,Valid authenticated root-user session,Shared auth middleware plus feature transport/service rules,None directly for bearer path.,"Principal creation, login stages, password change, key changes, session revocation, logout, bootstrap, and abuse events must be audit logged.","Processes login email, root user identity, session metadata, IP address, and user agent.","Security-sensitive auth feature; must preserve generic login failures, audit visibility, session safety, and secure storage rules.",Yes,No additional ADR for feature-local behavior; browser architecture decisions live in ADRs 0013 and 0014.,Yes,Yes,For browser/helper path yes,Yes,Recommended,"PRD rootAuth + TC-ROOT-AUTH-UNIT-007, INT-003",v1 / active,Active current session revoked; deterministic missing/already-revoked behavior.,Logged-out session loses access across rootAuth and rootUsers.,Revoked session cannot authenticate afterwards.,Logout action audited.,Repeat logout behavior handled deterministically.,n/a,"Done when current session logout is durable, auditable, and enforced by middleware."
rootAdminShell,serveRootAdminShell,vertical slice,Build,Current repo-aligned,Provide a same-origin SPA shell for privileged browser auth flows.,Root user can open /root-admin and complete a browser-native auth flow without handling bearer tokens manually.,Phase one is intentionally narrow and does not expose full rootUsers CRUD UI.,Root user using same-origin browser shell,n/a public entrypoint,n/a public entrypoint,tenant admins; tenant users; unauthenticated callers for authenticated shell state,Public browser shell entrypoint; RootUserAdmin governs authenticated browser-session capabilities.,public root browser shell entrypoint,n/a,public unauthenticated caller,Yes,Yes,Shell is accessible at /root-admin; authenticated shell state appears only after valid browser login and bootstrap.,"Browser-oriented rootAuth routes enforce cookie/session validation, trusted origin checks where required, and the same privileged root boundary as rootAuth/rootUsers.",Yes; browser login/logout remain audit-visible through rootAuth events.,Yes,/root-admin,Same-origin SPA auth shell and minimal authenticated current-session view,"login, helper-required, loading, authenticated shell, expired return-to-login, error",,Unauthenticated/expired state returns user to login flow explicitly; no raw bearer token stored in browser-managed storage.,Yes,GET /root-admin and same-origin asset delivery,browser navigation to same-origin admin shell,HTML/assets for SPA shell,Unauthenticated bootstrap handled cleanly in-shell; helper-missing path shows guidance,src/frontend/rootAdminShell assets plus browser-oriented rootAuth routes,"Uses rootAuth login/browser routes, cookie sessions, current-session bootstrap, and rootUsers identity summary.",No new browser-owned persistence; depends on existing auth_sessions.,No new feature-owned persistence beyond existing auth/session model,n/a,n/a,"Cookie-backed browser session backed by auth_sessions; idle timeout 30 minutes, hard max 12 hours, sliding activity within max.",Browser shell consumes existing REST auth contracts and remains separate from backend feature internals.,Password stage + SSH proof via localhost helper before authenticated shell state,"Browser route handlers, cookie/session validation, and same-origin restrictions",CSP least privilege: default-src 'self'; script-src 'self'; connect-src 'self' plus fixed localhost helper origin.,Browser login and logout remain audit-visible through rootAuth events.,"Processes login email, display summary, root IDs, IP address, user agent, and session expiry metadata.","Touches CSP, cookie policy, trusted origin checks, privileged helper flow, and privacy/runbook artifacts.",Yes,Yes via 0013 and 0014,Yes,Yes,Yes,Yes,Recommended,"Root-admin-shell PRD + TC-ROOT-ADMIN-SHELL-INT-005, SEC-003, SEC-004",v1 / active,State logic for session expiry.,Shell assets served same-origin under /root-admin.,CSP allowlist direction and no-browser-storage handling.,n/a direct; browser login/logout audit through rootAuth.,Unauthenticated bootstrap handled cleanly.,Session-expiry return-to-login transitions and helper-client behavior.,"Done when same-origin shell loads securely, avoids browser token storage, and matches PRD UX."
